"date" "polarity" "state" "text"
"465" 2019-02-26 0.386666666666667 "CA" "@CassieRandolph Like really like reminds me of high school lol"
"466" 2019-02-26 -0.333333333333333 "CA" "@CassieRandolph I hope you prove ALL who say your fake wrong, I pray Christian woman still have values &amp; don't let… https://t.co/bD6DYoPdxw"
"467" 2019-02-26 -0.5 "CA" "@CassieRandolph Reality Steve has been wrong Ix think. He gets no one in the end ( Steve says).Age shouldn't matter… https://t.co/70j6ahoOFl"
"468" 2019-02-26 0 "ME" "Cassie is def leaving the next week and it’s going to suck. #thebachelor.,"
"469" 2019-02-26 0.325 "CA" "After watching the @BachelorABC last night it’s clear to me @TayshiaAdams is the perfect one for @colton . I’m very jealous.."
"470" 2019-02-26 0.625 "IL" "I love caelynn! #thebachelor"
"471" 2019-02-26 0.5 "MI" "I love @caelynnmk but I’d rather see her on Paradise than Bachelorette"
"472" 2019-02-26 0.5 "IA" "I wanna be bff’s w @caelynnmk like more than I want veggie pizza......... &amp; that’s saying something"
"473" 2019-02-26 -0.125 "LA" "@demi_burnett &amp; @hannahkbrown11 should just marry each other instead of Colton"
"474" 2019-02-27 0 "IL" "@demi_burnett is always a mood"
"475" 2019-02-27 -0.25 "TN" "@demi_burnett And that’s how you don’t get a tip :/"
"476" 2019-02-27 0 "TX" "@demi_burnett My dad told my husband no take backs"
"477" 2019-02-27 0 "KY" "QUEEN DEMI PLEASE!! 👑
@demi_burnett"
"478" 2019-02-27 0.250555555555556 "CA" "This is so hard. I love all 3. They are each amazing in their own ways. 😭 @demi_burnett would be hands down the mos… https://t.co/SkBbZNVYSz"
"479" 2019-02-27 0.0625 "OH" "@demi_burnett @demi_burnett @demi_burnett there is no other option"
"480" 2019-02-27 -0.0833333333333333 "MI" "@enews @demi_burnett Demi or Caelynn are the only two options, sorry not sorry"
"481" 2019-02-27 1 "TN" "@hannahg11 come to our bachelor watch party Monday night. Popcorn, cookies, and the greatest people and your biggest fans"
"482" 2019-02-27 0 "TX" "@MadesynReign Team @CassieRandolph"
"483" 2019-02-27 0 "GA" "If @caelynnmk isn’t the next Bachelorette I’m not watching"
"484" 2019-02-27 0 "IL" "@KnuppelRodney @demi_burnett 👀👀👀"
"485" 2019-02-27 0.16 "TX" "If @KirpaSudick would act her age instead of being in high school he said she said I’d probably respect her but she… https://t.co/DHXJszok4Z"
"486" 2019-02-27 0 "CA" "@stephiisabel @demi_burnett YAS"
"487" 2019-02-28 0 "MD" "@demi_burnett 🙈💘👀👀"
"488" 2019-02-28 -0.1 "TX" "I can see @demi_burnett having a date with the guys where she makes them perform a drag show, and I’m 👏🏼 here 👏🏼 fo… https://t.co/btRNk1tn1x"
"489" 2019-02-28 0 "OR" "@demi_burnett if you lookin for a re-bound I gotchu https://t.co/gmCcIktD8j"
"490" 2019-02-28 0 "NY" "“You can’t microwave a relationship.”  #thebachelor #cassiesdad"
"491" 2019-02-28 0 "TX" "@JamieSpell2 @Bridget00269999 @colton @CassieRandolph It’s Cassie"
"492" 2019-03-01 -0.25 "FL" "@hannahg11 Since @colton made the wrong choice hopefully @BacheloretteABC will have you handing out roses next #hannahgForBachlorette🌹"
"493" 2019-03-01 -0.166666666666667 "CA" "@demi_burnett @SAlovesBacon Just fed half of my bacon to my dog🐶🐾"
"494" 2019-03-01 0 "CA" "@Brandon_Maze @mhermski @fleissmeister @hannahkbrown11 @chrisbharrison @demi_burnett @laurenzima Lauren is dating C… https://t.co/gnPoHpC4CT"
"495" 2019-03-02 0 "GA" "@demi_burnett 😂😂😂😂😂"
"496" 2019-03-03 0.5625 "TX" "@demi_burnett Yes!!! Spilling tea is much more interesting to me!"
"497" 2019-03-03 0.1 "TX" "😪 Goodbye Old Friend 😪 - #PuttPutt - #Moving - #Goodbye - #Mattie5 - #LongviewTX - #thebachelor - #minigolf -… https://t.co/Uiwu96MZSn"
"498" 2019-03-03 0.8 "VT" "I hope @KirpaSudick is having a great day"
"499" 2019-03-03 0.5 "CA" "@libbydearborn @demi_burnett This is Luna and her boyfriend , Coal . We also love u https://t.co/7smflJs0gg"
"500" 2019-03-03 0 "VA" "@demi_burnett https://t.co/xlA9YqNvSo"
"501" 2019-03-03 0.15 "CA" "@k_hiky @libbydearborn @demi_burnett Hey thanks he’s a model clearly"
"502" 2019-03-03 0 "AZ" "@demi_burnett https://t.co/SB4Ah6sA0W"
"503" 2019-03-03 0 "TX" "@demi_burnett Oh, you’re in for it now muahahahah."
"504" 2019-03-03 0 "TX" "@RaelinRose @demi_burnett Twins 😻😻 https://t.co/sSukFhvvX4"
"505" 2019-03-03 0 "MN" "@denyyyce @demi_burnett Omg! They look so similar 💕"
"506" 2019-03-03 0 "TX" "@RaelinRose @demi_burnett I know, with the white underneath and the white paws !"
"507" 2019-03-03 0.75 "OK" "@demi_burnett ok hear me out...we could be best friends cuz this is literally my life. Expect I don’t have a cat yet."
"508" 2019-03-03 0 "WI" "@demi_burnett https://t.co/m2PgUBsZFA"
"509" 2019-03-03 0.65 "CA" "@demi_burnett Sounds great darling. My cats would love that. https://t.co/sZrXQIWWTj"
"510" 2019-03-03 0.0666666666666667 "OK" "The next bachelorette should be @demi_burnett it’s the only option really"
"511" 2019-03-03 0 "TX" "@demi_burnett @demi_burnett @demi_burnett ‼️‼️‼️‼️‼️‼️‼️"
"512" 2019-03-04 0 "FL" "TODAY IS THE DAY PEOPLE. We jump in fences tonight❤️🌹 @colton #thebachelor"
"513" 2019-03-04 0 "NY" "Me all day waiting for #thefence jump on #thebachelor: https://t.co/u6LFYd2FdE"
"514" 2019-03-04 0 "OH" "I’m counting on @CassieRandolph for a big performance tonight #ThisIsMarch #TheBachlor"
"515" 2019-03-04 0 "IN" "If @CassieRandolph is sent home tonight @BachelorABC @laurengrewe is going to need therapy. 🙏🏻."
"516" 2019-03-04 0.1 "IN" "Really the only thing that is going to get me through this day is knowing this happens tonight #thebachelor https://t.co/JA2B9C1ZWF"
"517" 2019-03-04 0.225 "OK" "@michaelstrahan @colton jumps the fence because after swearing she was ready to get married @CassieRandolph decline… https://t.co/vVbeEb67Rq"
"518" 2019-03-04 0.5 "MO" "There are too many fence jump gifs to be used for tonight. #thebachelor"
"519" 2019-03-04 0 "TX" "Vote for my freshman Hannah Brown !! #trenine 🤪"
"520" 2019-03-05 0 "TX" "@analuciafavela @CassieRandolph Stop 😂"
"521" 2019-03-05 0 "TX" "@SeattleCapture @CassieRandolph Yeah but Colton told her she didn’t have to get engage and she still left !"
"522" 2019-03-05 0 "MO" "@demi_burnett @madisonkemnerr Madison did you not like your femur???"
"523" 2019-03-05 0.05 "NC" "Don't watch @thebachelorabc but with that epic fence hop, Colton's gotta be the number one pick in next reboot of B… https://t.co/aJucNP2LYO"
"524" 2019-03-05 0.5 "SC" "Shouldn’t we all be more concerned that @CassieRandolph is supposedly a ‘speech pathologist’ and was incapable of f… https://t.co/WgGlqmKfwW"
"525" 2019-03-05 -0.316666666666667 "AL" "I’m late on tweeting but seriously did anyone else get anxiety with the music choice during @TayshiaAdams’s date?  #TheBachelor"
"526" 2019-03-05 0 "IL" "Where are these bars that have #thebachelor viewing parties. I NEED TO KNOW!"
"527" 2019-03-05 -0.4 "MD" "Poor Colton 😩😩 #thebachelor"
"528" 2019-03-05 0.128787878787879 "NY" "@kipmooremusic Should be the FULL TIME Commentator for thebachelorabctv 🤣😂🤣😂 #Snap @ Union Center, New York https://t.co/5hGLkw0P6V"
"529" 2019-03-05 -0.177777777777778 "CA" "Finally watching #thebachelor and shit is Matt subtly manipulative and controlling. Homie let your daughter make he… https://t.co/wGB4kGQb5E"
"530" 2019-03-05 0 "NY" "@BachelorABC @colton @hannahg11 Home"
"531" 2019-03-05 0.3125 "TX" "I’m so ready for tonight @demi_burnett is going to kill it!! https://t.co/9ALNecEqPI"
"532" 2019-03-05 0 "GA" "@demi_burnett IS BACK ON MY TV TONIGHT https://t.co/sLY2bGYNkA"
"533" 2019-03-05 0 "CO" "HELP!! Asking for a friend!! If Cassie does not come back to Colton is she the winner or did everyone in the show lose? #thebachelor"
"534" 2019-03-05 0 "MA" "I want to be friends with Hannah G #thebachelorabc @BachelorABC #thebachelor #hannahg"
"535" 2019-03-05 0 "NY" "We all know u are with Cassie #thebachelor"
"536" 2019-03-05 0.136363636363636 "VA" "If they do another live acton Peter Pan I’m petitioning for @demi_burnett to play tinker bell"
"537" 2019-03-05 -0.155555555555556 "MO" "#WomenTellAll is about to go down also 💯 #TeamHannahB &amp; #TeamDemi @demi_burnett @hannahkbrown11"
"538" 2019-03-05 0.390625 "CA" "@CassieRandolph You knew you weren’t ready!  You had no business being on this show!!"
"539" 2019-03-05 0.166666666666667 "AL" "I always thought @michellerando was the older sister but now it’s come to my realization that @CassieRandolph is oldest??????"
"540" 2019-03-05 0 "NM" "You could literally watch @CassieRandolph face and emotions change when Colton told her that he didn’t get her dads… https://t.co/T6xGslRGIp"
"541" 2019-03-05 0.8 "AZ" "@hotttmess012 @CassieRandolph I cheated and looked at the spoilers lol"
"542" 2019-03-05 0 "CA" "#FuckedUp @CassieRandolph 😥 Bachelor Nation was not emotionally prepared for Cassie to leave  https://t.co/e2cwW22KtK"
"543" 2019-03-05 0 "MO" "@demi_burnett Twins foooshoooo"
"544" 2019-03-05 0.7 "TX" "Good afternoon to everyone except Cassie #thebachelor"
"545" 2019-03-05 1 "OK" "@KimRichards11 @thebachelorabc @IAmTheNightTNT Yes yeah Awesomely awesome 👏"
"546" 2019-03-05 0.4 "NC" "@hulu will the women tell all be available?? I need to watch @demi_burnett and I don’t have cable 😭😭😭"
"547" 2019-03-05 0.8 "AZ" "@hotttmess012 @CassieRandolph Yeah lol"
"548" 2019-03-05 0.2 "WA" "The way @colton shows how much he cares about @CassieRandolph is literally the cutest thing ever &lt;3"
"549" 2019-03-05 0.108333333333333 "NY" "Clearly wasn’t phased by the ~*super*~ emotional Cassie &amp; Colton breakup last night #thebachelor https://t.co/CWi5MnVDL3"
"550" 2019-03-05 0.166666666666667 "TX" "Unpopular opinion: @CassieRandolph is coming back and winning the show next week. #TheBachelor"
"551" 2019-03-05 0 "TX" "@Cody_Grimes could not handle the emotions of #thebachelor last night https://t.co/NtYvf2838s"
"552" 2019-03-05 -0.0714285714285714 "NY" "I’m so fucking sad @CassieRandolph left. 😭😭😭 now @colton isn’t gonna get the girls that’s right for him. #TheBatchelor"
"553" 2019-03-05 -0.25 "MS" "@CassieRandolph where did you get your dress from last night i’m freaking obsessed"
"554" 2019-03-05 0.0875 "WV" "Can I just say how excited I am for Women Tell All tonight? My girl @demi_burnett gonna destroy all ya’ll with her… https://t.co/eeIBhWRvSk"
"555" 2019-03-05 0 "CA" "@_cbooty3 @CassieRandolph I hope she comes back 😩"
"556" 2019-03-05 0 "MT" "@TayshiaAdams for bachelorette pls"
"557" 2019-03-05 0 "IL" "i don't believe cassie one bit, she's here for the fame and only the fame #thebachelor"
"558" 2019-03-05 0 "IL" "colton knowsssss taysia ain't the one. just let this girl go #thebachelor"
"559" 2019-03-05 -0.3 "WY" "@CassieRandolph is literally me in a relationship 

feelings are confusing and sometimes you just have to make sure… https://t.co/pamRzIA0HM"
"560" 2019-03-05 0 "CA" "Why do they sit there and pretend to have dinner? They don’t even eat it. #thebachelor"
"561" 2019-03-05 -0.15 "TX" "@hk_wheeler @jtrain56 The most annoying contestant I’ve seen in #thebachelor history 🤦🏼‍♀️"
"562" 2019-03-05 0.2 "TX" "I demand #thebachelor starts casting people 26+. We can only hope their frontal lobes will be more developed so the… https://t.co/vhuvmbLelu"
"563" 2019-03-05 0 "CA" "cassie running into her dad at the airport #thebachelor https://t.co/FN6a5k5SgE"
"564" 2019-03-05 0 "FL" "It’s been 12+ hours and I can’t stop thinking about last nights episode of #thebachelor @colton @CassieRandolph I n… https://t.co/Bt5tw9u2Ak"
"565" 2019-03-05 0.6 "WA" "why did @chrisbharrison whistle for colton tho lmao #thebachelor"
"566" 2019-03-05 0 "OH" "@KirpaSudick after #TheBachelore last night https://t.co/l4KisvuCUF"
"567" 2019-03-05 0 "IA" "@colton bet the fence jump wouldn’t have happened if @caelynnmk made it to the end🤭"
"568" 2019-03-05 0.2 "MA" "SOOOO much respect for @CassieRandolph (PS I still hope it’s you in the end)"
"569" 2019-03-05 0 "FL" "@CassieRandolph I WAS ROOTING FOR U🤯😭"
"570" 2019-03-05 -0.15625 "CA" "@BacheloretteABC @BachelorABC I vote @TayshiaAdams for next #bachelorette 🙋🏻‍♀️🙋🏼‍♀️🙋🏾‍♀️ I mean what guy wouldn’t… https://t.co/NQXBtxfKfK"
"571" 2019-03-05 0 "CA" "@CassieRandolph https://t.co/tFY07ZEohD"
"572" 2019-03-05 0 "VA" "Literally why does Cassie act like a toddler.... #thebachelor"
"573" 2019-03-05 0.2 "VA" "Also, if you weren’t ready to get engaged at 22/23, why are you even there? Girl, bye. #thebachelor"
"574" 2019-03-05 0.2 "VA" "Also, if you weren’t ready to get engaged at 22/23, why are you even there? Girl, bye. #thebachelor"
"575" 2019-03-05 0 "AL" "@CaitlynMarcus @LyssaJewel_ @colton @CassieRandolph sorry 😂 i read too many spoilers"
"576" 2019-03-05 -0.3125 "DC" "Did Cassie just ask if he was mad at her?? Such a child.  #thebachelor"
"577" 2019-03-05 0 "CA" "Knowing @demi_burnett will be back on the screen tonight is what’s getting me thru the day #TheBachelor #DemiforBachelorette"
"578" 2019-03-05 -0.25 "CA" "Tonight after #thebachelor I show up on #TheRookie to cause some trouble! 10pm on ABC https://t.co/8hH8PuINJe"
"579" 2019-03-05 0.125 "TX" "Won't lie...I wasn't a fan of @demi_burnett at first, but now I literally cannot get enough of her! https://t.co/6s7iSXTD5Y"
"580" 2019-03-05 0.5 "AL" "I talked with Hannah Brown about #TheBachelor, Alabama and finding love one day. https://t.co/tNLBT9IVdY"
"581" 2019-03-05 0 "IL" "Time to tweet about #thebachelor even though I read all the spoilers last night."
"582" 2019-03-05 0 "IL" "What happened to #thebachelor emoji?"
"583" 2019-03-05 1 "LA" "#TheBachelor I’m just not understanding why @caelynnmk was sent home.... SHE’S LITERALLY PERFECT! Let me watch Mond… https://t.co/BHqwSP2AMx"
"584" 2019-03-05 0 "TX" "@CassieRandolph Cassie noooooo you cant leave him like that 😭😭😭"
"585" 2019-03-05 0.390625 "IN" "@aLin4490 @TheBachelorTV @CassieRandolph I have so much to say!!! 😤"
"586" 2019-03-05 0 "LA" "If you didn’t cry last night for @colton and @CassieRandolph then you don’t have a soul. #TheBatchelor"
"587" 2019-03-05 0.35 "IL" "@natttyb10 @CassieRandolph You really tryna get famous huh"
"588" 2019-03-05 0.1 "TX" "chris harrison: oh, he won’t get far. we’ve got this place locked dow-
#thebachelor colton: https://t.co/d5zhCwB8q7"
"589" 2019-03-06 0 "TX" "@demi_burnett the star of the show #WTA 👏👏👏"
"590" 2019-03-06 0 "WA" "@ohhhhjocelyn @TheBachelorTV @demi_burnett turns out she can play up for three cameras too!"
"591" 2019-03-06 0 "TX" "Wacala @colton getting dog kisses from strays then kissing the contestants #thebachelor https://t.co/V9WncmHtOo"
"592" 2019-03-06 0 "OK" "I’m HERE for the @PopeMoysuh @demi_burnett ship!"
"593" 2019-03-06 0 "GA" "WTA just clarifies that @demi_burnett is my queen 👑"
"594" 2019-03-06 0 "CA" "@demi_burnett @hannahg11 No you are"
"595" 2019-03-06 0 "CA" "@demi_burnett Yes ma'am. That was uncalled for. Talk about immature."
"596" 2019-03-06 0 "FL" "“I need a shot now!” -@demi_burnett 
My mood every day 😂😂"
"597" 2019-03-06 0 "NY" "@demi_burnett I don’t know how you didn’t beat that girls asss ! I wanted to for you."
"598" 2019-03-06 -0.138671875 "TX" "@demi_burnett Major props to you!! I would have sucker punched her!"
"599" 2019-03-06 0.333333333333333 "NY" "@demi_burnett Good shit. I love you and I would have not known how to contain myself like you."
"600" 2019-03-06 0 "TX" "I need a copy of last nights #womantellall it was all gold and @demi_burnett is my spirit animal 😂😂😂 #day1demifan"
"601" 2019-03-06 -0.8 "DC" "@demi_burnett Oh STFU with your stupid virtue signaling drama. No wonder why I hate reality shows. Unfollowed."
"602" 2019-03-06 0.533333333333333 "CA" "Amazing show filled with Amazing Women❣️donwelch  thebacheloretteparty @ Los Angeles, California https://t.co/2o3WmbSkGz"
"603" 2019-03-06 -0.5 "NY" "@emmalee_kate @demi_burnett If it aint Demi then wrong number"
"604" 2019-03-06 0 "NY" "@amys_bus_ticket @caelynnmk Um no. These two things have nothing to do with one another, and to connect them is wil… https://t.co/2WdyMQTHZ3"
"605" 2019-03-06 0.5 "DC" "@RealitySteve @demi_burnett Okay you’re done. @RealitySteve https://t.co/if1jiZeUpz"
"606" 2019-03-06 0.575 "MI" "happy birthday hannah🍌i love you more than we love @BachelorABC🌹, @colton 😍, @CassieRandolph 💍 and tropical things… https://t.co/oQhSU5UA3x"
"607" 2019-03-06 0.283333333333333 "HI" "@Blaire_Berto @CassieRandolph But that’s literally the whole point of the show. She could’ve found love normally bu… https://t.co/WId3QKnTU0"
"608" 2019-03-06 0 "HI" "@casey__weaver @LilNorNor @CassieRandolph Plus she called Kirpa names when she mentioned that she was UNSURE if Cas… https://t.co/gGZpwsdeaB"
"609" 2019-03-06 0 "AL" "Can me and @demi_burnett please be friends"
"610" 2019-03-06 0.2 "CA" "I feel like Colton just wants what he can’t have #thebachelor"
"611" 2019-03-06 0.392857142857143 "TX" "@demi_burnett You have way more self control than me boneega 😂 I would’ve punted her ass right off that stage 🤷🏼‍♀️… https://t.co/V8UW7ybsEz"
"612" 2019-03-06 0.6 "FL" "I need @demi_burnett &amp; @hannahkbrown11 to have their own show 😂😂"
"613" 2019-03-06 0 "TX" "@demi_burnett Same!"
"614" 2019-03-06 0 "MO" "@demi_burnett That was a complement."
"615" 2019-03-06 0 "IL" "@KnuppelRodney @demi_burnett I’m waiting for you, boo."
"616" 2019-03-06 -0.6 "VA" "@demi_burnett is my fucking spirit animal, she’s that one friend that every girl should have  👏🏼"
"617" 2019-03-06 0 "AR" "@demi_burnett is literally my fav 🖤 https://t.co/8qUO9ojYzH"
"618" 2019-03-06 -0.125 "NY" "It’s Wednesday and I still can’t get over @colton ‘s fence jump and other antics on @BachelorABC #whoa #thebachelor #thebreakup"
"619" 2019-03-06 0.433333333333333 "MS" "Just got to finally watch #womantellall and it just proves to me why @demi_burnett  and @hannahkbrown11  were the best 🤷🏻‍♀️🙏🏼"
"620" 2019-03-06 0.375 "CA" "@demi_burnett Sinus infection over here too. I’m pretty sure it’s going around LA and this area. Get some antibioti… https://t.co/6ZrkElNyZN"
"621" 2019-03-06 0.35 "OH" "@caelynnmk thank you so much for sharing your story and letting people who have been sexually assaulted know that w… https://t.co/NZ7AEtJT0c"
"622" 2019-03-06 0.35 "OH" "@caelynnmk thank you so much for sharing your story and letting people who have been sexually assaulted know that w… https://t.co/NZ7AEtJT0c"
"623" 2019-03-06 -0.231818181818182 "FL" "i know ppl probably think she’s crazy but.. demi is my new spirit animal @demi_burnett"
"624" 2019-03-06 0.0666666666666667 "MA" "Why does everyone on #TheBachelor make love seem so serious? Everyone disliked @demi_burnett because she was fun an… https://t.co/izOWws9zNS"
"625" 2019-03-06 0.136363636363636 "NY" "@nicolelovar @SydneyLotuaco @extratv + new contact photo"
"626" 2019-03-06 0 "WA" "@demi_burnett  is my fave thing about #WomenTellAll"
"627" 2019-03-06 -0.4 "FL" "This is late bc I watched the Ep today but:

@demi_burnett did not deserve that ugly hoe shit Courtney pulled. I’d… https://t.co/54hbvmNKU9"
"628" 2019-03-06 1 "IL" "@demi_burnett roasting Courtney IS THE BEST THING EVER. I’m dying 😂😂😂😂"
"629" 2019-03-06 -0.5 "IN" "📺 #WomenTellAll Is @demi_burnett a lot? Maybe. But she was raised a country girl, and we aren’t raised to be shy &amp;… https://t.co/kGGlaZ9Oqn"
"630" 2019-03-06 0 "AZ" "@taylornorman79 @demi_burnett batchelor"
"631" 2019-03-06 0.142857142857143 "IN" "Can we jump ahead a week? @caelynnmk has to be the next #Bachelorette right, #BachelorNation ?"
"632" 2019-03-06 0.91 "PA" "@demi_burnett. Hey what's up demi I think you are very good looking dave"
"633" 2019-03-06 0.466666666666667 "TX" "The women tell all is amazing. Lol I don’t think I’ve ever seen such a vocal group of ladies #thebachelorabc #thebachelor"
"634" 2019-03-06 0 "AZ" "@demi_burnett  you speak your damn mind girlfriend 💃🏼 #TheBatchelor"
"635" 2019-03-06 0 "CO" "@hannahg11 The way she said, “I got it” 😍"
"636" 2019-03-06 0 "NC" "@hannahg11 is the cutest ever."
"637" 2019-03-06 0 "OH" "@demi_burnett  MADE this season of The Bachelor. I don’t care what anyone else says."
"638" 2019-03-06 0.35 "FL" "@CassieRandolph damn .. i knew the whole time you would be the top pick. It blew me away how it turned out though .… https://t.co/UIe3Z7KTBm"
"639" 2019-03-06 0 "FL" "@CassieRandolph @michellerando Music soothes the soul 😍💯🎤"
"640" 2019-03-06 0 "MI" "I’ve been watching #TheBachelor (don’t judge) this season and all I want is for @demi_burnett to be the next… https://t.co/16aBLI6f45"
"641" 2019-03-06 0 "WI" "@demi_burnett No.. but you can call me"
"642" 2019-03-06 1 "TX" "If you don’t love @demi_burnett unfollow me!!!!"
"643" 2019-03-06 0 "DE" "@caelynnmk Not one bit!"
"644" 2019-03-06 0.7 "PA" "@demi_burnett Hey what's up demi I think you.very good looking"
"645" 2019-03-06 0.91 "PA" "@demi_burnett Hey what's up demi I think you are very good looking. Dave"
"646" 2019-03-06 0 "GA" "I have MADDDDDDD respect for @demi_burnett for not throwing hands when Courtney put that paci in her face cause I w… https://t.co/VXHu5h3Kia"
"647" 2019-03-06 0 "TN" "@demi_burnett Lawsuit"
"648" 2019-03-06 0.465625 "NY" "@BachelorABC @demi_burnett should be the next bachelorette...cmon major ratings, great entertainment, pick a good one this time !!"
"649" 2019-03-07 0.533333333333333 "MA" "Catching up on the bachelor and I can confidently say that @demi_burnett is my favorite contestant ever."
"650" 2019-03-07 0.8 "CA" "@thaliam101 @colton @CassieRandolph Lol but they’re dating rn..."
"651" 2019-03-07 1 "MI" "@demi_burnett best person ever😂"
"652" 2019-03-07 0 "AL" "@BachelorABC @HaloTopCreamery 💖💖💖 her !   She’s a gem ~ @demi_burnett will be a 👙👑 in Paradise !"
"653" 2019-03-07 0.25 "CA" "Wouldn’t it be cute if next week @colton hopped the fence and ran to the airport to give @CassieRandolph that butte… https://t.co/b3JSYbDNw2"
"654" 2019-03-07 0.91 "PA" "@demi_burnett. Hey what's up demi I think you are very good looking. dave"
"655" 2019-03-07 0.5 "FL" "If @demi_burnett gets interrupted one more time I hope she rips that weave out in all honesty"
"656" 2019-03-07 0.35 "FL" "No, for real @demi_burnett has way more self control than me. I would’ve literally attacked the girl on national te… https://t.co/iad8YYxSP7"
"657" 2019-03-07 0 "KY" "@TayshiaAdams ❤❤❤❤"
"658" 2019-03-07 0 "TX" "Someone pls get me in touch with @demi_burnett because I need a friend like her #TheBachelor"
"659" 2019-03-08 0 "CT" "@CassieRandolph I always pick a number 1 girl from the minute girls step out of the limo and you were my number one… https://t.co/L3rKxY0fkI"
"660" 2019-03-08 0 "CT" "@demi_burnett Just now watching the women tell all and I have to give you props because if that had been me who had… https://t.co/WpP2SWg5Gp"
"661" 2019-03-08 -0.3 "CA" "@trystineann @hannahg11 Who do you want to be the bachelorette??? I use to want Caelynn or Cassie, but lately I hav… https://t.co/riKkuKAGsi"
"662" 2019-03-08 0.6 "TN" "So honestly why isn’t @caelynnmk the bachelorette over Hannah b???  Unpopular opinion? Maybe. But I’m caelynn all t… https://t.co/llbIDSk2JB"
"663" 2019-03-08 -0.433333333333333 "TX" "Colton giggling about how he’s gotten to third base makes me hella uncomfortable #thebachelor"
"664" 2019-03-08 0 "GA" "@demi_burnett *attempts to stick a pacifier in your mouth* 🤣🤣 SECURITY"
"665" 2019-03-08 0 "TX" "Let #thebachelorette be Hannah B! 😍"
"666" 2019-03-08 0 "CA" "mark my words, I will not be watching #thebachelorette if it’s caelynn. contestants shouldn’t be rewarded for being… https://t.co/W5CPGiDp6w"
"667" 2019-03-09 -0.5 "CA" "@2BlkGirls1Rose Katie Morton interview on podcast Here to Make Friends about that infamous conversation between Kai… https://t.co/pXNvD8DIGC"
"668" 2019-03-09 0.361904761904762 "TX" "All I need in my life right now is for @CassieRandolph to decide to come back and win The Bachelor and for… https://t.co/F1N9mJUQ5j"
"669" 2019-03-09 0 "GA" "#thebachelor @ The Warehouse Bar and Grille https://t.co/TS7AxUXJVi"
"670" 2019-03-10 0 "AZ" "@CassieRandolph ❗️❗️"
"671" 2019-03-10 0 "IN" "@gagarianasgray @demi_burnett Me too, i feel like we would be bestfriends"
"672" 2019-03-10 -0.266666666666667 "FL" "Nooooooo! Really? She’s the worst! They picked her to be the next Bachelorette? 🤦🏼‍♀️ It should’ve been @caelynnmk"
"673" 2019-03-10 0 "TX" "Back in the states, time to catch up with @thebachelor"
"674" 2019-03-11 0.1 "CO" "So I'm gonna go out with a wild guess and say somehow @colton ends up w/ @CassieRandolph. #BachelorNation #Bachelor"
"675" 2019-03-11 -0.714285714285714 "FL" "Sick hours are being used all over the country tonight to see Colton’s destiny.  @BachelorABC @colton @CassieRandolph"
"676" 2019-03-11 0 "FL" "2 NIGHTS?? We’ll be showing all of the @bachelorabc finale, tonight and tomorrow. @quinncorrado will be there takin… https://t.co/68eqPiWvT9"
"677" 2019-03-11 0.5 "NJ" "Okay hear me out... @caelynnmk and @balockaye_h ? 😍"
"678" 2019-03-11 0.136363636363636 "FL" "My husband is so into #thebachelor he’s out buying rabbit ears so we can watch it live tonight instead of the next… https://t.co/GlXFl2ev72"
"679" 2019-03-11 0 "NY" "Countdown to #thebachelor 
I've been waiting all week for this drama."
"680" 2019-03-11 0 "TX" "ITS TiiiiiiME #thebachelor"
"681" 2019-03-11 0 "NY" "Actual depiction of me watching the @bachelorabc finale over the next two days! Anyone else?! 

I’m still thinking… https://t.co/E4IFmTHPvG"
"682" 2019-03-11 0.5 "OH" "Ready for #thebachelorfinale with wine 🍷 of course and lol beer 🍺 😂 

#thebachelor #thebachelorette #bachelornation… https://t.co/81qtEBKDJt"
"683" 2019-03-11 -0.283333333333333 "NY" "Almost time to go cold turkey on social media #bachelor #idonthavecable #nospoilersplease #bachelorabc"
"684" 2019-03-11 0 "TX" "@hellokatiemo https://t.co/7TBaPBuhQ2"
"685" 2019-03-11 0.6 "NY" "Catching up on #thebachelor #WomenTellAll like: https://t.co/P0Sr4O8UGu"
"686" 2019-03-11 0.2 "IL" "damn its not even the evening yet and #thebachelor is already trending. y'all READY ready."
"687" 2019-03-11 0 "OH" "Plots twist guys @colton picks me😂😂 
#thebachelorfinale https://t.co/wgN3tUywMr"
"688" 2019-03-12 0 "OH" "Me if they name Hannah B the bachelorette over hannahG

#justiceforhannahG
#hannahG

#thebachelor 
#thebachelorette… https://t.co/LSXjZ2mj7Z"
"689" 2019-03-12 0 "OH" "My look if they name Hannah B the bachelorette over #hannahg

#thebachelor 
#thebachelorette 
#bachelorinparadise… https://t.co/zEnjrsKnmQ"
"690" 2019-03-12 0.625 "KY" "@Clare_Crawley @TayshiaAdams She has a boyfriend!  Went to Bahamas with!!  But, love her!"
"691" 2019-03-12 0.0833333333333333 "CA" "My prediction is it wasn’t just “the other girls” holding @CassieRandolph back. She was so excited to go home and “… https://t.co/Ge4hkBGHhD"
"692" 2019-03-12 0.35 "IL" "i love my boy colton and all but @demi_burnett and that fence made this whole season."
"693" 2019-03-12 0 "CA" "Also so hyped to hear #TheBachelorette announcement- predictions are @TayshiaAdams or @caelynnmk 🙏🏼"
"694" 2019-03-12 0 "MD" "@demi_burnett is my spirit animal"
"695" 2019-03-12 0.5 "NY" "@demi_burnett we love a beauty queen 💖"
